id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,central_area,waterfront_central,Isolation_meter,nice_isolated_central
2770601912,570000,3,3.25,1550.0,1280.0,2.0,0,0,3,9,98199,47.6493,-122.384,1550.0,1579.0,Central,No,0.9816339455351488,Yes
1861100267,580000,3,2.75,1430.0,1521.0,2.0,0,0,3,9,98119,47.6353,-122.371,1930.0,2700.0,Central,No,0.7148148148148148,Yes
9510970050,583000,4,2.5,1840.0,4011.0,2.0,0,0,3,9,98052,47.6662,-122.083,2120.0,4011.0,Central,No,0.5285464971328846,Yes
7011201016,585000,3,2.5,1700.0,1156.0,2.0,0,2,3,9,98119,47.6373,-122.369,1710.0,1686.0,Central,No,1.0142348754448398,Yes
4099100260,589000,3,2.5,2940.0,4799.0,1.0,0,0,3,9,98033,47.6681,-122.184,2540.0,4616.0,Central,No,0.550259965337955,Yes
7011201333,590000,3,3.25,1290.0,1230.0,2.0,0,2,3,9,98119,47.6367,-122.37,1710.0,1797.0,Central,No,0.9515859766277128,Yes
9510970010,593567,3,2.5,1770.0,3205.0,2.0,0,0,3,9,98052,47.6658,-122.084,2120.0,4134.0,Central,No,0.5128205128205128,Yes
3574750020,594000,4,2.75,2720.0,4613.0,2.0,0,0,3,9,98028,47.7352,-122.223,2830.0,4836.0,Central,No,0.5851943755169562,Yes
148000072,600000,2,2.5,1830.0,1988.0,2.0,0,0,3,9,98116,47.5779,-122.409,1800.0,2467.0,Central,No,0.7296311309282529,Yes
1962200036,600000,3,1.75,1620.0,1325.0,2.5,0,0,3,9,98102,47.6498,-122.321,1750.0,1572.0,Central,No,1.11323155216285,Yes
2770600930,601000,3,2.5,1740.0,1251.0,2.0,0,0,3,9,98199,47.644,-122.385,1740.0,1625.0,Central,No,1.0707692307692307,Yes
2770604942,609850,2,2.75,1910.0,1369.0,3.0,0,0,3,9,98119,47.6544,-122.373,1910.0,1879.0,Central,No,1.0164981373070783,Yes
328000182,613500,3,3.25,1876.0,1531.0,3.0,0,0,3,9,98115,47.6864,-122.265,1876.0,1533.0,Central,No,1.2237442922374429,Yes
2770602335,615000,3,2.5,1490.0,1410.0,2.0,0,0,3,10,98199,47.6478,-122.383,1490.0,1715.0,Central,No,0.8688046647230321,Yes
1891100090,620000,3,1.75,1480.0,2185.0,2.5,0,0,3,9,98034,47.6945,-122.17,1480.0,2441.0,Central,No,0.6063088897992626,Yes
1972200847,625000,3,2.5,1730.0,1301.0,3.0,0,0,3,9,98103,47.653,-122.352,1330.0,1240.0,Central,No,1.0725806451612903,Yes
6977000040,625000,4,3.0,2190.0,12825.0,1.0,0,0,3,9,98034,47.7107,-122.229,3050.0,4673.0,Central,No,0.6526856409158999,Yes
1962200037,626000,3,2.25,1750.0,1572.0,2.5,0,0,3,9,98102,47.6498,-122.321,2410.0,3050.0,Central,No,0.7901639344262295,Yes
6056110430,629000,3,2.5,2160.0,1912.0,2.0,0,0,3,9,98118,47.5642,-122.292,1810.0,2653.0,Central,No,0.682246513381078,Yes
2770604082,629950,3,2.5,1680.0,1683.0,2.0,0,0,3,9,98119,47.6424,-122.374,1610.0,1249.0,Central,No,1.289031224979984,Yes
2770604081,629950,3,2.5,1680.0,1683.0,2.0,0,0,3,9,98119,47.6425,-122.374,1610.0,1618.0,Central,No,0.9950556242274413,Yes
2770604080,629950,3,2.5,1680.0,1620.0,2.0,0,0,3,9,98119,47.6425,-122.374,1610.0,1618.0,Central,No,0.9950556242274413,Yes
518500700,630000,2,2.25,2550.0,5663.0,1.0,0,0,3,10,98056,47.5304,-122.202,2560.0,3828.0,Central,No,0.6687565308254964,Yes
8650300130,630000,4,2.5,2540.0,4727.0,2.0,0,0,3,9,98034,47.7034,-122.236,3640.0,5129.0,Central,No,0.7096899980503022,Yes
6848200221,635000,3,3.5,1730.0,1349.0,3.0,0,0,3,9,98102,47.6224,-122.326,1830.0,3300.0,Central,No,0.5545454545454546,Yes
9510970520,638000,3,2.5,2110.0,3600.0,2.0,0,0,3,9,98052,47.665,-122.082,2540.0,4384.0,Central,No,0.5793795620437956,Yes
1891100130,639000,3,2.25,1400.0,2421.0,2.0,0,0,3,9,98034,47.695,-122.169,1500.0,2743.0,Central,No,0.5468465184104995,Yes
6003500743,640000,2,2.25,1540.0,958.0,3.0,0,0,3,9,98122,47.6179,-122.318,1410.0,958.0,Central,No,1.4718162839248434,Yes
6003500749,640000,2,2.25,1540.0,965.0,3.0,0,0,3,9,98122,47.6181,-122.318,1410.0,964.0,Central,No,1.462655601659751,Yes
3825310540,640000,4,2.5,2260.0,5172.0,2.0,0,0,3,9,98052,47.7047,-122.128,2680.0,5172.0,Central,No,0.5181747873163186,Yes
952005863,643950,3,2.25,1760.0,2122.0,3.0,0,0,3,9,98116,47.5633,-122.385,1420.0,1618.0,Central,No,0.8776266996291718,Yes
7011201004,645000,3,3.25,1730.0,1229.0,2.0,0,2,3,9,98119,47.6374,-122.369,1710.0,1686.0,Central,No,1.0142348754448398,Yes
2768100510,649000,3,2.0,1530.0,1442.0,3.0,0,0,3,9,98107,47.6692,-122.372,1620.0,1456.0,Central,No,1.1126373626373627,Yes
2770604365,649950,3,2.5,1500.0,1375.0,2.0,0,0,3,9,98119,47.6451,-122.375,1680.0,1627.0,Central,No,1.0325752919483713,Yes
6980500030,650000,4,2.5,3700.0,4500.0,2.0,0,0,3,9,98028,47.7473,-122.23,3050.0,5047.0,Central,No,0.6043193976619774,Yes
9297300055,650000,4,3.0,2950.0,5000.0,2.0,0,3,3,9,98126,47.5714,-122.375,2140.0,4000.0,Central,No,0.535,Yes
6635000110,650000,3,2.5,2380.0,3332.0,2.0,0,0,3,9,98034,47.7194,-122.199,2590.0,4382.0,Central,No,0.5910543130990416,Yes
9385200055,650000,3,3.25,1510.0,2000.0,2.0,0,0,3,9,98116,47.5815,-122.402,1510.0,1352.0,Central,No,1.1168639053254439,Yes
2770604079,659950,3,2.5,1610.0,1246.0,2.0,0,1,3,9,98119,47.6423,-122.375,1610.0,1249.0,Central,No,1.289031224979984,Yes
1036450170,660000,3,3.5,2740.0,3785.0,2.0,0,0,3,9,98034,47.7195,-122.182,2060.0,3457.0,Central,No,0.5958923922476136,Yes
7234601142,665000,3,2.25,1590.0,929.0,2.0,0,0,3,9,98122,47.6172,-122.31,1510.0,1193.0,Central,No,1.2657166806370495,Yes
6056110460,669000,2,2.5,1640.0,1953.0,2.0,0,0,3,10,98118,47.5639,-122.292,1820.0,2653.0,Central,No,0.6860158311345647,Yes
9831200221,670000,3,2.5,1420.0,1438.0,2.0,0,0,3,9,98102,47.6265,-122.323,1490.0,1439.0,Central,No,1.03544127866574,Yes
2770602360,671000,4,2.75,1890.0,1475.0,2.0,0,0,3,9,98199,47.6472,-122.383,1650.0,1682.0,Central,No,0.9809750297265161,Yes
9510860560,674000,3,2.5,1920.0,3624.0,2.0,0,0,3,9,98052,47.6647,-122.087,1930.0,3533.0,Central,No,0.5462779507500708,Yes
2767602356,675000,4,3.5,2140.0,2278.0,3.0,0,0,3,9,98107,47.6734,-122.38,1540.0,2285.0,Central,No,0.6739606126914661,Yes
9510971070,675000,3,2.5,2250.0,4134.0,2.0,0,0,3,9,98052,47.6651,-122.084,2390.0,4134.0,Central,No,0.5781325592646347,Yes
5014600180,675000,4,2.5,3000.0,5548.0,2.0,0,0,3,9,98059,47.5399,-122.188,2870.0,5000.0,Central,No,0.574,Yes
6870000150,677000,4,2.5,2820.0,4174.0,2.0,0,0,3,9,98034,47.7112,-122.226,2560.0,4853.0,Central,No,0.5275087574696065,Yes
3825311190,678000,3,2.5,2640.0,5964.0,2.0,0,0,3,9,98052,47.7043,-122.128,2680.0,5211.0,Central,No,0.5142966800997889,Yes
6926700660,680000,2,2.0,1450.0,989.0,3.0,0,0,3,9,98109,47.6354,-122.346,1490.0,1240.0,Central,No,1.2016129032258065,Yes
9510970530,680000,3,2.5,2120.0,3600.0,2.0,0,0,3,9,98052,47.6649,-122.082,2540.0,4592.0,Central,No,0.5531358885017421,Yes
5014600240,682000,5,2.75,2760.0,5000.0,2.0,0,0,3,9,98059,47.539,-122.188,2870.0,5030.0,Central,No,0.5705765407554672,Yes
7234601140,685000,3,2.25,1710.0,1193.0,2.0,0,0,3,9,98122,47.6173,-122.31,1510.0,1193.0,Central,No,1.2657166806370495,Yes
3876900089,687015,3,1.75,1470.0,873.0,3.0,0,0,3,10,98119,47.6256,-122.362,1410.0,967.0,Central,No,1.4581178903826266,Yes
6788203060,690000,3,2.75,2480.0,3240.0,1.5,0,0,3,9,98112,47.6399,-122.311,2160.0,3240.0,Central,No,0.6666666666666666,Yes
9831200186,690000,2,2.5,1990.0,1756.0,3.0,0,0,3,9,98102,47.6264,-122.323,1955.0,1438.0,Central,No,1.3595271210013908,Yes
9521100031,690000,3,3.25,1540.0,1428.0,3.0,0,0,3,9,98103,47.6648,-122.353,1660.0,3300.0,Central,No,0.503030303030303,Yes
6192410760,690000,4,2.5,2700.0,8810.0,2.0,0,0,3,9,98052,47.7041,-122.116,2730.0,5100.0,Central,No,0.5352941176470588,Yes
5014600440,690700,5,2.75,2870.0,5349.0,2.0,0,0,3,9,98059,47.5405,-122.187,2800.0,5000.0,Central,No,0.56,Yes
8725950020,695000,2,1.75,1570.0,1207.0,3.0,0,0,3,9,98004,47.6215,-122.201,1570.0,1206.0,Central,No,1.3018242122719734,Yes
3825311210,699000,3,2.5,2680.0,5497.0,2.0,0,0,3,9,98052,47.7043,-122.128,2780.0,5497.0,Central,No,0.5057303983991268,Yes
3825310530,700000,4,2.5,2590.0,4498.0,2.0,0,0,3,9,98052,47.7047,-122.128,2660.0,5238.0,Central,No,0.5078274150439099,Yes
5457300696,700000,3,2.5,1660.0,1545.0,2.0,0,2,3,9,98109,47.6268,-122.353,1820.0,2570.0,Central,No,0.708171206225681,Yes
5014600210,710000,4,2.5,3060.0,5000.0,2.0,0,0,3,9,98059,47.5395,-122.188,2870.0,5548.0,Central,No,0.5173035328046143,Yes
9510861140,711000,3,2.5,2550.0,5376.0,2.0,0,0,3,9,98052,47.6647,-122.083,2250.0,4050.0,Central,No,0.5555555555555556,Yes
8109800110,717550,3,3.5,2840.0,4468.0,3.0,0,0,3,10,98052,47.7069,-122.117,3040.0,5400.0,Central,No,0.562962962962963,Yes
9528100963,719000,3,3.0,1833.0,1706.0,3.0,0,0,3,9,98115,47.6827,-122.325,1466.0,1455.0,Central,No,1.0075601374570446,Yes
1959700225,720000,3,1.75,1370.0,1990.0,3.0,0,0,3,9,98102,47.6434,-122.324,1730.0,1990.0,Central,No,0.8693467336683417,Yes
6441800060,725786,4,2.5,3070.0,5762.0,2.0,0,0,3,10,98075,47.5847,-122.08,3630.0,6500.0,Central,No,0.5584615384615385,Yes
3879900753,727000,3,2.5,1580.0,991.0,3.0,0,0,3,9,98119,47.6276,-122.359,1610.0,1297.0,Central,No,1.2413261372397841,Yes
9385200045,729500,3,2.5,1660.0,1091.0,3.0,0,1,3,9,98116,47.5818,-122.402,1510.0,1352.0,Central,No,1.1168639053254439,Yes
2254501095,729999,2,2.25,1630.0,1686.0,2.0,0,0,3,10,98122,47.6113,-122.314,1570.0,2580.0,Central,No,0.6085271317829457,Yes
9828702851,730000,3,2.5,1860.0,1290.0,2.0,0,0,3,9,98122,47.6179,-122.301,1710.0,1525.0,Central,No,1.1213114754098361,Yes
1836980240,730000,4,2.75,2920.0,4500.0,2.0,0,0,3,9,98006,47.5646,-122.124,2920.0,4505.0,Central,No,0.6481687014428413,Yes
5536500200,730000,5,3.5,3760.0,4857.0,2.0,0,3,3,9,98072,47.7398,-122.167,3000.0,5693.0,Central,No,0.5269629369401019,Yes
5569620050,731688,4,3.0,2630.0,5772.0,2.0,0,0,3,9,98052,47.6952,-122.133,3460.0,6158.0,Central,No,0.5618707372523547,Yes
5569620410,731781,3,3.0,2630.0,4972.0,2.0,0,0,3,9,98052,47.693,-122.133,2880.0,4972.0,Central,No,0.5792437650844731,Yes
6908200650,732000,3,2.5,2330.0,1987.0,2.0,0,4,3,9,98107,47.6735,-122.405,2640.0,5250.0,Central,No,0.5028571428571429,Yes
3303700221,735000,3,2.25,1490.0,1212.0,2.0,0,0,3,9,98112,47.6226,-122.313,1490.0,1337.0,Central,No,1.1144353029169782,Yes
5569620550,738000,3,3.0,2630.0,4896.0,2.0,0,0,3,9,98052,47.6932,-122.133,2880.0,4972.0,Central,No,0.5792437650844731,Yes
6192410550,739000,3,2.5,2810.0,5400.0,2.0,0,0,3,9,98052,47.7065,-122.118,2870.0,5400.0,Central,No,0.5314814814814814,Yes
1698900075,740000,4,2.75,2890.0,4000.0,1.5,0,0,4,9,98109,47.6419,-122.351,2280.0,4000.0,Central,No,0.57,Yes
1929300052,740000,3,2.5,2200.0,3000.0,2.0,0,0,3,9,98109,47.6451,-122.35,2200.0,3300.0,Central,No,0.6666666666666666,Yes
7234601198,742000,3,3.25,1540.0,704.0,3.0,0,0,3,9,98122,47.6177,-122.308,1540.0,1456.0,Central,No,1.0576923076923077,Yes
6192410480,749000,3,2.75,2820.0,5348.0,2.0,0,0,3,9,98052,47.7073,-122.118,3140.0,5640.0,Central,No,0.5567375886524822,Yes
